행정구역별,산업별,종사자규모별,사업체수 (개),종사자수 (명)
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,1908,3509
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,248,1611
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,179,2496
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,158,4742
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,50,3501
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,33,5825
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,3,1096
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,1,X
전북,"공공행정, 국방 및 사회보장 행정(84)",계,902,32550
전북,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,167,248
전북,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,193,1256
전북,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,258,3715
전북,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,165,4897
전북,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,71,4842
전북,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,26,4211
전북,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,13,5428
전북,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,7,5408
전북,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,2,X
전북,교육 서비스업(85),계,7705,61153
전북,교육 서비스업(85),1 - 4명,5875,10270
전북,교육 서비스업(85),5 - 9명,691,4415
전북,교육 서비스업(85),10 - 19명,466,6556
전북,교육 서비스업(85),20 - 49명,443,13725
전북,교육 서비스업(85),50 - 99명,194,13129
전북,교육 서비스업(85),100 - 299명,27,3921
전북,교육 서비스업(85),300 - 499명,2,X
전북,교육 서비스업(85),500 - 999명,4,3075
전북,교육 서비스업(85),1000명 이상,3,5420
전북,보건업 및 사회복지 서비스업(86~87),계,6252,80508
전북,보건업 및 사회복지 서비스업(86~87),1 - 4명,2631,7295
전북,보건업 및 사회복지 서비스업(86~87),5 - 9명,1937,12248
전북,보건업 및 사회복지 서비스업(86~87),10 - 19명,949,12566
전북,보건업 및 사회복지 서비스업(86~87),20 - 49명,488,14833
전북,보건업 및 사회복지 서비스업(86~87),50 - 99명,147,10198
전북,보건업 및 사회복지 서비스업(86~87),100 - 299명,85,12092
전북,보건업 및 사회복지 서비스업(86~87),300 - 499명,7,2491
전북,보건업 및 사회복지 서비스업(86~87),500 - 999명,5,3288
전북,보건업 및 사회복지 서비스업(86~87),1000명 이상,3,5497
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,4187,14448
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,3703,6664
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,311,1944
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,90,1136
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,52,1450
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,17,1154
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,14,2100
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,18337,34215
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,17366,23777
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,652,4089
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,225,2888
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,77,2187
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,16,1163
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,1,X
전남,전체 산업,계,156914,733925
전남,전체 산업,1 - 4명,130166,229412
전남,전체 산업,5 - 9명,15132,97546
전남,전체 산업,10 - 19명,6215,83181
전남,전체 산업,20 - 49명,3801,112438
전남,전체 산업,50 - 99명,1047,71952
전남,전체 산업,100 - 299명,456,70969
전남,전체 산업,300 - 499명,50,18959
전남,전체 산업,500 - 999명,34,24498
전남,전체 산업,1000명 이상,13,24970
전남,"농업, 임업 및 어업(01~03)",계,642,7622
전남,"농업, 임업 및 어업(01~03)",1 - 4명,339,770
전남,"농업, 임업 및 어업(01~03)",5 - 9명,163,1060
전남,"농업, 임업 및 어업(01~03)",10 - 19명,59,822
전남,"농업, 임업 및 어업(01~03)",20 - 49명,55,1647
전남,"농업, 임업 및 어업(01~03)",50 - 99명,18,1313
전남,"농업, 임업 및 어업(01~03)",100 - 299명,7,1036
전남,"농업, 임업 및 어업(01~03)",500 - 999명,1,X
전남,광업(05~08),계,1006,2859
전남,광업(05~08),1 - 4명,949,1953
전남,광업(05~08),5 - 9명,33,222
전남,광업(05~08),10 - 19명,9,133
전남,광업(05~08),20 - 49명,13,322
전남,광업(05~08),50 - 99명,1,X
전남,광업(05~08),100 - 299명,1,X
전남,제조업(10~34),계,14014,117989
전남,제조업(10~34),1 - 4명,9728,19054
전남,제조업(10~34),5 - 9명,2472,17140
전남,제조업(10~34),10 - 19명,887,12113
전남,제조업(10~34),20 - 49명,638,18597
전남,제조업(10~34),50 - 99명,185,12893
전남,제조업(10~34),100 - 299명,84,13677
전남,제조업(10~34),300 - 499명,6,2383
전남,제조업(10~34),500 - 999명,8,6170
전남,제조업(10~34),1000명 이상,6,15962
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",계,338,6991
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,241,446
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,43,287
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,11,150
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,25,850
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,11,707
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,4,601
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,1,X
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",1000명 이상,2,X
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,585,6386
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,328,763
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,110,733
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,62,846
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,65,1990
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,12,781
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,8,1273
전남,건설업(41~42),계,7298,71614
전남,건설업(41~42),1 - 4명,3629,8607
전남,건설업(41~42),5 - 9명,1923,12589
전남,건설업(41~42),10 - 19명,1124,14795
전남,건설업(41~42),20 - 49명,460,13008
전남,건설업(41~42),50 - 99명,84,5618
전남,건설업(41~42),100 - 299명,66,10470
전남,건설업(41~42),300 - 499명,7,2391
전남,건설업(41~42),500 - 999명,3,2067
전남,건설업(41~42),1000명 이상,2,X
전남,도매 및 소매업(45~47),계,42209,101376
전남,도매 및 소매업(45~47),1 - 4명,38808,67340
전남,도매 및 소매업(45~47),5 - 9명,2497,15520
전남,도매 및 소매업(45~47),10 - 19명,635,8144
전남,도매 및 소매업(45~47),20 - 49명,220,6313
전남,도매 및 소매업(45~47),50 - 99명,35,2306
전남,도매 및 소매업(45~47),100 - 299명,14,1753
전남,운수 및 창고업(49~52),계,11690,38408
전남,운수 및 창고업(49~52),1 - 4명,10494,11933
전남,운수 및 창고업(49~52),5 - 9명,483,3193
전남,운수 및 창고업(49~52),10 - 19명,329,4497
전남,운수 및 창고업(49~52),20 - 49명,277,8503
전남,운수 및 창고업(49~52),50 - 99명,72,4947
전남,운수 및 창고업(49~52),100 - 299명,34,5027
전남,운수 및 창고업(49~52),300 - 499명,1,X
전남,숙박 및 음식점업(55~56),계,32584,81035
전남,숙박 및 음식점업(55~56),1 - 4명,29890,60041
전남,숙박 및 음식점업(55~56),5 - 9명,2330,14020
전남,숙박 및 음식점업(55~56),10 - 19명,281,3515
전남,숙박 및 음식점업(55~56),20 - 49명,66,1920
전남,숙박 및 음식점업(55~56),50 - 99명,13,878
전남,숙박 및 음식점업(55~56),100 - 299명,4,661
전남,정보통신업(58~63),계,884,7232
전남,정보통신업(58~63),1 - 4명,602,1301
전남,정보통신업(58~63),5 - 9명,146,947
전남,정보통신업(58~63),10 - 19명,56,703
전남,정보통신업(58~63),20 - 49명,57,1689
전남,정보통신업(58~63),50 - 99명,17,1170
전남,정보통신업(58~63),100 - 299명,4,560
전남,정보통신업(58~63),300 - 499명,1,X
전남,정보통신업(58~63),500 - 999명,1,X
전남,금융 및 보험업(64~66),계,1727,21304
전남,금융 및 보험업(64~66),1 - 4명,489,1283
전남,금융 및 보험업(64~66),5 - 9명,560,3805
전남,금융 및 보험업(64~66),10 - 19명,381,5062
전남,금융 및 보험업(64~66),20 - 49명,253,7578
전남,금융 및 보험업(64~66),50 - 99명,35,2154
전남,금융 및 보험업(64~66),100 - 299명,9,1422
전남,부동산업(68),계,2986,9999
전남,부동산업(68),1 - 4명,2434,3602
전남,부동산업(68),5 - 9명,270,1813
전남,부동산업(68),10 - 19명,234,3084
전남,부동산업(68),20 - 49명,45,1205
전남,부동산업(68),50 - 99명,2,X
전남,부동산업(68),100 - 299명,1,X
전남,"전문, 과학 및 기술 서비스업(70~73)",계,2498,15593
전남,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,1733,3496
전남,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,439,2821
전남,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,197,2633
전남,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,93,2735
전남,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,26,1818
전남,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,9,1658
전남,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,1,X
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,2442,22996
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,1795,3222
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,269,1705
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,150,2045
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,134,3983
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,57,3829
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,31,5357
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,4,1489
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,2,X
전남,"공공행정, 국방 및 사회보장 행정(84)",계,1267,42317
전남,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,338,684
전남,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,245,1692
전남,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,283,4172
전남,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,252,7260
전남,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,76,5393
전남,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,42,6332
전남,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,17,6910
전남,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,12,7621
전남,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,2,X
전남,교육 서비스업(85),계,6481,54097
전남,교육 서비스업(85),1 - 4명,4826,8490
전남,교육 서비스업(85),5 - 9명,567,3639
전남,교육 서비스업(85),10 - 19명,342,4934
전남,교육 서비스업(85),20 - 49명,500,15093
전남,교육 서비스업(85),50 - 99명,214,14531
전남,교육 서비스업(85),100 - 299명,25,3582
전남,교육 서비스업(85),300 - 499명,4,1371
전남,교육 서비스업(85),500 - 999명,3,2457
전남,보건업 및 사회복지 서비스업(86~87),계,5811,78061
전남,보건업 및 사회복지 서비스업(86~87),1 - 4명,2396,6465
전남,보건업 및 사회복지 서비스업(86~87),5 - 9명,1722,10933
전남,보건업 및 사회복지 서비스업(86~87),10 - 19명,907,12104
전남,보건업 및 사회복지 서비스업(86~87),20 - 49명,513,15797
전남,보건업 및 사회복지 서비스업(86~87),50 - 99명,171,12102
전남,보건업 및 사회복지 서비스업(86~87),100 - 299명,90,14040
전남,보건업 및 사회복지 서비스업(86~87),300 - 499명,8,2895
전남,보건업 및 사회복지 서비스업(86~87),500 - 999명,3,2520
전남,보건업 및 사회복지 서비스업(86~87),1000명 이상,1,X
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,4304,15368
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,3843,6482
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,263,1669
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,94,1241
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,71,2102
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,12,885
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,21,2989
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,18148,32678
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,17304,23480
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,597,3758
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,174,2188
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,64,1846
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,6,385
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,2,X
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",500 - 999명,1,X
경북,전체 산업,계,232030,1117782
경북,전체 산업,1 - 4명,192169,331794
경북,전체 산업,5 - 9명,22598,146588
경북,전체 산업,10 - 19명,9160,122402
경북,전체 산업,20 - 49명,5710,170348
경북,전체 산업,50 - 99명,1546,104916
경북,전체 산업,100 - 299명,674,107651
경북,전체 산업,300 - 499명,83,31684
경북,전체 산업,500 - 999명,61,41518
경북,전체 산업,1000명 이상,29,60881
경북,"농업, 임업 및 어업(01~03)",계,501,4752
경북,"농업, 임업 및 어업(01~03)",1 - 4명,229,489
경북,"농업, 임업 및 어업(01~03)",5 - 9명,131,890
경북,"농업, 임업 및 어업(01~03)",10 - 19명,76,1007
경북,"농업, 임업 및 어업(01~03)",20 - 49명,56,1668
경북,"농업, 임업 및 어업(01~03)",50 - 99명,8,531
경북,"농업, 임업 및 어업(01~03)",100 - 299명,1,X
경북,광업(05~08),계,143,1284
경북,광업(05~08),1 - 4명,69,150
경북,광업(05~08),5 - 9명,32,225
경북,광업(05~08),10 - 19명,21,290
경북,광업(05~08),20 - 49명,20,567
경북,광업(05~08),50 - 99명,1,X
경북,제조업(10~34),계,29217,320706
경북,제조업(10~34),1 - 4명,18182,36393
경북,제조업(10~34),5 - 9명,5895,40730
경북,제조업(10~34),10 - 19명,2303,31339
경북,제조업(10~34),20 - 49명,1963,59618
경북,제조업(10~34),50 - 99명,515,35286
경북,제조업(10~34),100 - 299명,280,46158
경북,제조업(10~34),300 - 499명,37,14042
경북,제조업(10~34),500 - 999명,29,19180
경북,제조업(10~34),1000명 이상,13,37960
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",계,249,8539
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,171,314
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,24,149
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,10,126
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,24,861
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,11,797
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,6,870
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",1000명 이상,3,5422
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,941,9268
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,474,1135
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,229,1524
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,124,1643
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,89,2652
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,17,1174
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,8,1140
경북,건설업(41~42),계,9958,74591
경북,건설업(41~42),1 - 4명,5667,12687
경북,건설업(41~42),5 - 9명,2456,16028
경북,건설업(41~42),10 - 19명,1289,16771
경북,건설업(41~42),20 - 49명,405,11633
경북,건설업(41~42),50 - 99명,79,5096
경북,건설업(41~42),100 - 299명,54,8708
경북,건설업(41~42),300 - 499명,4,1286
경북,건설업(41~42),500 - 999명,4,2382
경북,도매 및 소매업(45~47),계,55670,132384
경북,도매 및 소매업(45~47),1 - 4명,51172,86884
경북,도매 및 소매업(45~47),5 - 9명,3234,20056
경북,도매 및 소매업(45~47),10 - 19명,886,11501
경북,도매 및 소매업(45~47),20 - 49명,321,8941
경북,도매 및 소매업(45~47),50 - 99명,40,2625
경북,도매 및 소매업(45~47),100 - 299명,17,2377
경북,운수 및 창고업(49~52),계,19092,47436
경북,운수 및 창고업(49~52),1 - 4명,18030,19789
경북,운수 및 창고업(49~52),5 - 9명,440,2873
경북,운수 및 창고업(49~52),10 - 19명,298,3906
경북,운수 및 창고업(49~52),20 - 49명,197,5921
경북,운수 및 창고업(49~52),50 - 99명,75,4887
경북,운수 및 창고업(49~52),100 - 299명,49,7485
경북,운수 및 창고업(49~52),300 - 499명,1,X
경북,운수 및 창고업(49~52),1000명 이상,2,X
경북,숙박 및 음식점업(55~56),계,49681,119131
경북,숙박 및 음식점업(55~56),1 - 4명,46012,88627
경북,숙박 및 음식점업(55~56),5 - 9명,3059,18347
경북,숙박 및 음식점업(55~56),10 - 19명,453,5718
경북,숙박 및 음식점업(55~56),20 - 49명,132,3900
경북,숙박 및 음식점업(55~56),50 - 99명,17,1144
경북,숙박 및 음식점업(55~56),100 - 299명,8,1395
경북,정보통신업(58~63),계,1173,8725
경북,정보통신업(58~63),1 - 4명,803,1683
경북,정보통신업(58~63),5 - 9명,188,1188
경북,정보통신업(58~63),10 - 19명,85,1129
경북,정보통신업(58~63),20 - 49명,69,2163
경북,정보통신업(58~63),50 - 99명,19,1328
경북,정보통신업(58~63),100 - 299명,9,1234
경북,금융 및 보험업(64~66),계,2316,25912
경북,금융 및 보험업(64~66),1 - 4명,825,1908
경북,금융 및 보험업(64~66),5 - 9명,653,4520
경북,금융 및 보험업(64~66),10 - 19명,469,6183
경북,금융 및 보험업(64~66),20 - 49명,314,9445
경북,금융 및 보험업(64~66),50 - 99명,50,3070
경북,금융 및 보험업(64~66),100 - 299명,5,786
경북,부동산업(68),계,5594,15996
경북,부동산업(68),1 - 4명,4798,7360
경북,부동산업(68),5 - 9명,486,3119
경북,부동산업(68),10 - 19명,249,3313
경북,부동산업(68),20 - 49명,56,1526
경북,부동산업(68),50 - 99명,4,250
경북,부동산업(68),300 - 499명,1,X
경북,"전문, 과학 및 기술 서비스업(70~73)",계,3848,25680
경북,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,2759,5570
경북,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,648,4169
경북,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,254,3352
경북,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,145,4325
경북,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,24,1597
경북,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,10,1569
경북,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,5,2060
경북,"전문, 과학 및 기술 서비스업(70~73)",500 - 999명,2,X
경북,"전문, 과학 및 기술 서비스업(70~73)",1000명 이상,1,X
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,3408,28768
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,2501,4419
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,349,2290
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,259,3551
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,203,6157
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,56,3743
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,33,5825
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,7,2783
경북,"공공행정, 국방 및 사회보장 행정(84)",계,1304,48455
경북,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,256,453
경북,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,219,1475
경북,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,312,4692
경북,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,364,10279
경북,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,75,5308
경북,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,49,7930
경북,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,12,4915
경북,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,15,10919
경북,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,2,X
경북,교육 서비스업(85),계,9757,79857
경북,교육 서비스업(85),1 - 4명,7507,12775
경북,교육 서비스업(85),5 - 9명,819,5163
경북,교육 서비스업(85),10 - 19명,544,7650
경북,교육 서비스업(85),20 - 49명,540,16277
경북,교육 서비스업(85),50 - 99명,293,20149
경북,교육 서비스업(85),100 - 299명,38,5515
경북,교육 서비스업(85),300 - 499명,6,2089
경북,교육 서비스업(85),500 - 999명,6,4007
경북,교육 서비스업(85),1000명 이상,4,6232
경북,보건업 및 사회복지 서비스업(86~87),계,7774,98932
경북,보건업 및 사회복지 서비스업(86~87),1 - 4명,3192,8987
경북,보건업 및 사회복지 서비스업(86~87),5 - 9명,2516,16158
경북,보건업 및 사회복지 서비스업(86~87),10 - 19명,1114,14834
경북,보건업 및 사회복지 서비스업(86~87),20 - 49명,622,19077
경북,보건업 및 사회복지 서비스업(86~87),50 - 99명,234,15889
경북,보건업 및 사회복지 서비스업(86~87),100 - 299명,77,11706
경북,보건업 및 사회복지 서비스업(86~87),300 - 499명,10,3780
경북,보건업 및 사회복지 서비스업(86~87),500 - 999명,5,3941
경북,보건업 및 사회복지 서비스업(86~87),1000명 이상,4,4560
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,6344,21345
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,5711,9410
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,382,2366
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,120,1648
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,86,2294
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,18,1365
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,27,4262
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,25060,46021
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,23811,32761
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,838,5318
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,294,3749
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,104,3044
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,10,625
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,3,524
경남,전체 산업,계,281685,1388302
경남,전체 산업,1 - 4명,231261,406056
경남,전체 산업,5 - 9명,28962,187136
경남,전체 산업,10 - 19명,11102,147867
경남,전체 산업,20 - 49명,7131,212747
경남,전체 산업,50 - 99명,2152,146595
경남,전체 산업,100 - 299명,890,137267
경남,전체 산업,300 - 499명,102,38897
경남,전체 산업,500 - 999명,51,34886
경남,전체 산업,1000명 이상,34,76851
경남,"농업, 임업 및 어업(01~03)",계,366,3282
경남,"농업, 임업 및 어업(01~03)",1 - 4명,175,429
경남,"농업, 임업 및 어업(01~03)",5 - 9명,90,561
경남,"농업, 임업 및 어업(01~03)",10 - 19명,55,746
경남,"농업, 임업 및 어업(01~03)",20 - 49명,41,1214
경남,"농업, 임업 및 어업(01~03)",50 - 99명,4,213
경남,"농업, 임업 및 어업(01~03)",100 - 299명,1,X
경남,광업(05~08),계,85,712
경남,광업(05~08),1 - 4명,44,82
경남,광업(05~08),5 - 9명,17,122
경남,광업(05~08),10 - 19명,12,171
경남,광업(05~08),20 - 49명,12,337
경남,제조업(10~34),계,37048,409762
경남,제조업(10~34),1 - 4명,22826,45066
경남,제조업(10~34),5 - 9명,7263,50132
경남,제조업(10~34),10 - 19명,3124,42642
경남,제조업(10~34),20 - 49명,2629,78643
경남,제조업(10~34),50 - 99명,752,51601
경남,제조업(10~34),100 - 299명,380,59958
경남,제조업(10~34),300 - 499명,33,12421
경남,제조업(10~34),500 - 999명,22,15085
경남,제조업(10~34),1000명 이상,19,54214
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",계,203,4266
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,138,221
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,22,132
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,4,65
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,24,901
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,9,640
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,2,X
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,2,X
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",500 - 999명,2,X
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,869,9362
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,400,919
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,223,1477
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,114,1537
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,99,3023
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,30,1990
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,3,416
경남,건설업(41~42),계,10157,82581
경남,건설업(41~42),1 - 4명,5718,12758
경남,건설업(41~42),5 - 9명,2434,16087
경남,건설업(41~42),10 - 19명,1332,17434
경남,건설업(41~42),20 - 49명,487,13975
경남,건설업(41~42),50 - 99명,102,6622
경남,건설업(41~42),100 - 299명,75,11811
경남,건설업(41~42),300 - 499명,8,2896
경남,건설업(41~42),500 - 999명,1,X
경남,도매 및 소매업(45~47),계,65898,170972
경남,도매 및 소매업(45~47),1 - 4명,59606,103208
